Tweets,Class
"PETS
https://t.co/3Kyx4Y5eF0

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness",Depression
"Grey matter volume could inform treatment decisions for developing #mentalhealth disorders https://t.co/6E9wL00CTO via @unibirmingham 

#depression #science https://t.co/SxGZU8kv0S",Depression
"STRESS
https://t.co/pKjyVzUuRZ

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness",Depression
"8 Ways to Emotionally Support Someone With #Depression via @BlurtAlerts: ""Perhaps we think we’re not qualified to offer emotional support. But we are – everyone is. We don’t need a qualification to listen."" #MentalHealth https://t.co/mMECDEzbVm",Depression
"WORRY
https://t.co/GiCVDVECD5

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness",Depression
"STAN
https://t.co/CNeBr9sXdB

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness",Depression
"A large scale study has found that acupuncture is an effective treatment for depression, and in conjunction with counselling can help to keep the condition at bay.

https://t.co/vfAiMDL1cT

#acupuncture #depression #ptsd",Depression
"Some much-needed, uplifting news to be asked to provide #artwork for a magazine cover! As someone who draws as a #copingmechanism for a break from #mentalhealth challenges, this was really lovely and unexpected news. #procreate #digitalillustration #BPD #Anxiety #depression",Depression
"Depression , anxiety and not being yourself, what a shit life, happy facing outwards while dying on the inside, I struggle every fucking day #MentalHealthMatters #anxiety #depression #stress #mentalhealth",Depression
"Parents love your kids, kids forgive your parents https://t.co/vWgbmA60qE #trauma #mentalhealth #ptsd #healing #anxiety #depression #mentalhealthawareness #therapy #selfcare #selflove #recovery #love #traumarecovery #cptsd #abuse #traumahealing #mentalhealthmatters #stress https://t.co/8aYjWR4ryN",Depression
"Usually, the #past is over &amp; won't happen again &amp; the #future might not happen. The #present is the place of #sanity. #Buddhists say #depression is in the past &amp; #anxiety is in the future.
#Buddhism
#BeHereNow
#PresentMoment
#Happiness sometimes requires #effort",Depression
Existing with depression and anxiety  #anxiety #depression @samaritans #dontgiveup https://t.co/ekrmIMmZHB,Depression
"Day 416 of support 
Anytime, anywhere
Every day is a new day
For the Men &amp; Woman who serve
Retired disabled Vet
One is too many 
#22for22 #PTSD #DEPRESSION
#SuicidePrevention 
Hot line 1.800.273.8255 
Your never alone
 Please check on those who matter to you..... Set 1 https://t.co/hXio6Z4Ye7",Depression
"I haven’t done anything creative since my grandma died. I was supposed to release a project today, but couldn’t finished it. This depression feels different.

#depression #creative #music #lostinsadness #destroyed",Depression
"In the end, you'll see a strong message about depression and suicide. https://t.co/No3nU8Tyxe @AuthorStefanS #religion #spirituality #biographies #memoirs #historical #relationship #psychology #suicide #depression https://t.co/egsxi3x7mb",Depression
"Next on https://t.co/XMyYSdyPzk  (Sun, April 24) Dr. Mark Rasenick of Univ of Illinois Chicago @UICnews shares his research that could revolutionize the way we diagnose &amp; treat #depression! Don't miss this episode! Subscribe/Follow NOW! Please Retweet! https://t.co/p0J0l5KVdz",Depression
Welcome to My Dark Side - via @smedian_network #Life #Parenting #MentalHealth #Depression #Motherhood https://t.co/5W7fJ1WgGY,Depression
"Your problems are there because you are alive... don't kill yourself because of them rather kill them and live.😊
#depression antidote",Depression
Neurocognitive effects of repeated ketamine infusions in comorbid posttraumatic stress disorder and major depressive disorder | Coauthors include faculty members Dr. Sophia Albott (first author) and Dr. Kelvin Lim | #depression | https://t.co/9SA7q3HDo8,Depression
"At Emerald Psychiatry &amp; TMS Center we offer a number of behavioral health treatments and therapies. Our goal is to make hope happen for you! 
To learn more about our programs and services: https://t.co/TIbIMbGC9j or give us a call at 614-580-6917. 
#depression #anxiety #TMS https://t.co/sh03omHW4x",Depression
"This piece delves deep in to important issue of teen depression as we go through a pandemic that has exasperated mental health issues.

Read here: https://t.co/pEgx68r2zg

#depression #Health",Depression
"Memories will fade, and I'll soon forget your name and never call it again. Tell me, how does it feel knowing I escaped the bondage you put me in. https://t.co/f7tC6tkBak  #Depression #PTSD https://t.co/inDQA67ccn",Depression
@Iamdepr47974144 Have you thought about getting help? #mentalhealth #depression,Depression
Does your inside and outside self match related to confidence? Kimber Del Valle shares her story of being depressed and suicidal in the midst of huge success. Listen to the full episode: https://t.co/gTU5RMroa6 #confidence #depression #podcast https://t.co/HsPFjMMe4j,Depression
"Serenity Sounds is a Youtube channel that creates and promotes relaxing videos to calm the mind and soul. Visit us at https://t.co/3DHdXBK5nB 

#youtube #insomnia #anxiety #music #mentalhealth #depression  #video #stressmanagement https://t.co/ckkj9KCpzA",Depression
Depression submerges goodness and when depression lifts the goodness that lied dormant can be experienced and expressed once again. #goodness #love #depression #anxiety #growth #psychology https://t.co/ZJuHq3X08P,Depression
"What is the Change Triangle?
#emotionalhealth #anxiety #depression #wellbeing #awareness #traumainformed #emotionseducation #growthmindset 
https://t.co/2QLbpJaRm0 https://t.co/RysSxfK2nx",Depression
"Lack of Sleep is NO JOKE! 
Many people w/ #anxiety disorders have trouble sleeping. Not enough affects mood, contributing to irritability &amp; sometimes #depression.
Consistent use of premium #CBD calms the body &amp; regulates your #sleep .
 #insomnia  #wellness #cbdoil  #stress https://t.co/AMQxeYxalB",Depression
"📣 New Podcast! ""The Mental Men - Episode Four"" on @Spreaker #blackdog #depression #mensmentalhealth #mentalhealth #ruok #ruok #themenatalmen https://t.co/f6jPIeCgxV",Depression
"The Faculty of @HongKongPolyU has conducted a research to examine family relationships, family resilience and individual family members’ mental health under the effects of recent stressful events. 
https://t.co/cGqZFvR1Wv
#COVID19 #depression #MentalHealth #PolyU #Wellbeing",Depression
"Today’s podcast guest coined the perfect term from that familiar symptom: The Impossible Task. Listen to the 18-minute episode here: https://t.co/kpNW2qLPjS.

#depression #mentalhealth #health #mentalillness #recovery #chores #KeepTalkingMH #shower #household #exhausted https://t.co/wGFjtNc4zc",Depression
"😥 Here's an RPS Tip!   Take care of your body! STILL feeling overwhelmed, or anxious, RPS is here to help!  Click https://t.co/hrCdIQqtSW or call  757-493-2912 today.  #mentalhealth #stress #anxiety #depression #selfcare #connections #therapy #counseling #support #body https://t.co/1OD6En5lyJ",Depression
"According to the @CDC, 4.5% of adults are #depressed.

Depression causes: 

➡️Hopelessness
➡️Anger
➡️Lack of pleasure
➡️Anxiety
➡️Thoughts of suicide  

#TMS therapy is proven to help individuals suffering with #depression. 

Reach out for help now: https://t.co/mCntqImIjJ https://t.co/DOIGqoUGpZ",Depression
"Mood furious mood, f**k it now I'm all flustered, my brain is turning to goo, it's gruel from a bowl that is busted.

#Poetry #Poems #Poem #Poet #Mentalillness #BiPolar #Depression #Writing #NoIDontWantMore #Gruel #OliverTwisted #TwistCap",Depression
"Where you get into problems is when that stressor is ongoing and persistent, and the person's coping resources are overwhelmed. #depression #anxiety #nervousbreakdown",Depression
"#Therapy aids in the discovery of answers to inner questions and the attainment of personal progress. It can help people who want to recover from #depression,#anxiety, #ocd, etc.

Call immediately at 09971774999 https://t.co/HGUIPnheRt",Depression
"FREE #curriculum on #emotioneducation. This course is designed for people who are working through their own struggles w/ #anxiety &amp; #depression, as well as for people who are supporting others on their journeys.
#emotioneducation #tools #thechangetriangle
https://t.co/6MjBLWAX2u",Depression
"Screening for #depression  Requiring Emergency Intervention among Pulmonary #tuberculosis  Patients in a Tertiary Health Care Center in Nigeria
https://t.co/qzlH4YB755",Depression
"During #depression, we see the world through haze of bad #mood.",Depression
"Slowly taking charge of my #depression, it's been a hard few years with everything going on but starting to make some head way now.",Depression
"Hello darkness my old friend I’ve taken night meds and prn why the fuck am I still awake feeling the weight of all the pain that exists in the world
#schizoaffectivedisorder #psychosis #depression #ptsd #trauma #anxiety #sewerside",Depression
"The most common #neuropsychiatric outcomes of stroke are #depression #anxiety #fatigue #apathy which each occur in at least 30% of patients and have substantial overlap of prevalence and symptoms.
https://t.co/8bMkLiHOmw https://t.co/FEIywQzku6",Depression
"The artist block, is it a sign of #Depression? Or is it just a passing wind?

Are you constantly unable to do work you love doing? Writting that proposal, meeting the customer, pitching, installing, coding, painting

What is this? Why is my creativity blocked? Am I sick?",Depression
"Success is not measured by what you accomplish, but by the opposition you have encountered, and the courage with which you have maintained the struggle against overwhelming odds.
Orison Swett Marden

#depression
#money
#success https://t.co/jFqxiQhe6k",Depression
"Magnesium is essential in the production and transport of energy, yet it’s not a stimulant. This can be helpful for those with depression and anxiety who experience anxiety.      #naturalcalm #magnesiumfacts #magnesium #energy #transport #stimulant #anxiety #depression https://t.co/Z1QEM5uo7x",Depression
"this could be how you start a conversation with a loved one about depression: Recently, I've noticed some changes in you and wanted to see if you were doing alright #mentalhealth #depression",Depression
"@sharonudasin @UKChange #triggerwarning Sorry if this is insensitive. My case happened in 1984, my mother admitted to abusing me. I had no #justice #NoMoreWaiting #mentalhealth
#depression #petition please sign/share #Trauma
#stop #neglect #childabuse 
https://t.co/ONi8FlF6N2",Depression
"@ErinBrockovich @UKChange #triggerwarning Sorry if this is insensitive. My case happened in 1984, my mother admitted to abusing me. I had no #justice #NoMoreWaiting #mentalhealth
#depression #petition please sign/share #Trauma
#stop #neglect #childabuse 
https://t.co/ONi8FlF6N2",Depression
"HIMCOM keeping in motion about the mental and psychological health of media aspirants; organised a session with transformation coach Ms. Madhuri-N-Juneja.

#tlifestylecoach #anxiety #depression #stressfreelife #stress #madhurijuneja  #healthylife   #himcom #bjmc #mjmc #india https://t.co/M2uvMUWori",Depression
Excellent storytelling! https://t.co/No3nU8Tyxe @AuthorStefanS #religion #spirituality #biographies #memoirs #historical #relationship #psychology #suicide #depression https://t.co/9eSoRR9qoW,Depression
Good news for the world of mental health treatments imo - psilocybin makes scientific gains #thehill #mentalhealth #depression #suicide  https://t.co/Z1JATKme0Y,Depression
"Life which i dreamt of, I'm living it but even after why I'm living with this thought of misery.
Sometimes I feel my heart is aching without any reason.
Tears comes out of nowhere.
Anxiety pops up out of the Blue..

#junoon
#depression #life #anxiety #MentalHealthMatters
#Lost",Depression
